Order_ID,Order_Date,Customer,Region,Category,Product,Quantity,Unit_Price,Salesperson,Revenue,Month
308,2025-08-06,Ava,East,Furniture,Table,3.0,16365.0,Priya,49095.0,August
309,2025-12-18,Alice,West,Electronics,Mobile,3.0,9015.0,Amit,27045.0,December
310,2025-06-12,Sophia,East,Furniture,Cupboard,9.0,2616.0,Sneha,23544.0,June
311,2025-03-27,Olivia,North,Electronics,Keyboard,1.0,35647.0,Ravi,35647.0,March
312,2025-12-30,Michael,East,Unknown,Jacket,7.0,2421.0,Priya,16947.0,December
313,2025-10-07,Liam,Unknown,Furniture,Chair,4.0,14513.0,Ravi,58052.0,October
314,2025-10-14,Olivia,North,Groceries,Milk,7.0,529.0,Ravi,3703.0,October
315,2025-01-14,John,East,Groceries,Bread,7.0,722.0,Amit,5054.0,January
316,2025-04-21,Noah,East,Furniture,Desk,5.0,750000.0,Sneha,3750000.0,April
317,2025-02-07,William,South,Furniture,Desk,5.0,14636.0,Ravi,73180.0,February
318,2025-05-03,Olivia,South,Clothing,Unknown,9.0,2785.0,Ravi,25065.0,May
319,2025-05-06,Michael,East,Clothing,Jacket,3.0,2062.0,Amit,6186.0,May
320,2025-01-03,James,South,Furniture,Sofa,5.0,4195.0,Ravi,20975.0,January
321,2025-03-24,Michael,South,Clothing,Jeans,3.0,4828.0,Ravi,14484.0,March
322,2025-02-11,Noah,South,Electronics,Headphones,6.0,22790.0,Kiran,136740.0,February
323,2025-08-07,James,East,Groceries,Oil,10.0,653.0,Unknown,6530.0,August
324,2025-02-14,William,North,Clothing,Jacket,5.0,4731.0,Ravi,23655.0,February
325,2025-01-03,David,East,Clothing,Jacket,3.0,3994.0,Sneha,11982.0,January
326,2025-09-29,Mia,East,Groceries,Bread,6.0,819.0,Rahul,4914.0,September
327,2025-01-16,Noah,North,Groceries,Oil,10.0,371.0,Amit,3710.0,January
328,2025-03-22,Michael,East,Clothing,Cap,9.0,2952.0,Sneha,26568.0,March
329,2025-02-25,Liam,East,Groceries,Rice,2.0,954.0,Priya,1908.0,February
330,2025-02-07,John,South,Groceries,Bread,7.0,221.0,Pooja,1547.0,February
331,2025-10-13,John,East,Electronics,Monitor,7.0,45327.0,Rahul,317289.0,October
332,2025-11-16,Alice,Unknown,Clothing,Shoes,9.0,682.0,Kiran,6138.0,November
333,2025-04-07,James,East,Groceries,Milk,7.0,518.0,Amit,3626.0,April
334,2025-02-05,Sophia,North,Clothing,Jeans,1.0,1506.0,Pooja,1506.0,February
335,2025-01-02,Sophia,West,Furniture,Unknown,1.0,6363.0,Ravi,6363.0,January
336,2025-02-28,Daniel,East,Groceries,Milk,7.0,197.0,Rahul,1379.0,February
337,2025-07-29,John,West,Clothing,T-Shirt,9.0,2900.0,Rahul,26100.0,July
338,2025-07-27,John,East,Furniture,Desk,10.0,17886.0,Amit,178860.0,July
339,2025-02-16,Noah,South,Furniture,Table,10.0,8295.0,Sneha,82950.0,February
340,2025-08-23,Daniel,South,Furniture,Unknown,5.0,10342.0,Unknown,51710.0,August
341,2025-05-20,James,Unknown,Furniture,Desk,5.0,3638.0,Rahul,18190.0,May
342,2025-03-27,Sophia,West,Unknown,Table,1.0,6669.0,Ravi,6669.0,March
343,2025-10-14,Charlotte,Unknown,Unknown,Jacket,6.0,3124.0,Sneha,18744.0,October
344,2025-12-28,Mia,South,Electronics,Keyboard,2.0,29116.0,Sneha,58232.0,December
345,2025-08-09,Charlotte,North,Clothing,Jeans,4.0,636.0,Ravi,2544.0,August
346,2025-01-19,John,West,Groceries,Rice,3.0,962.0,Ravi,2886.0,January
347,2025-06-30,Mia,North,Groceries,Bread,8.0,510.0,Ravi,4080.0,June
348,2025-09-05,Unknown,North,Groceries,Oil,4.0,855.0,Ravi,3420.0,September
349,2025-01-03,John,South,Furniture,Cupboard,7.0,7355.0,Kiran,51485.0,January
350,2025-04-26,Ava,West,Clothing,Jeans,10.0,2048.0,Rahul,20480.0,April
351,2025-06-10,Alice,West,Furniture,Desk,2.0,8712.0,Amit,17424.0,June
352,2025-12-27,Mia,South,Clothing,Jacket,2.0,3638.0,Kiran,7276.0,December
353,2025-08-13,Emma,East,Furniture,Chair,8.0,2065.0,Ravi,16520.0,August
354,2025-07-17,John,South,Groceries,Bread,8.0,608.0,Rahul,4864.0,July
355,2025-01-03,John,North,Clothing,Jeans,4.0,794.0,Sneha,3176.0,January
356,2025-06-10,Liam,North,Furniture,Sofa,10.0,5893.0,Pooja,58930.0,June
357,2025-12-30,William,South,Electronics,Unknown,10.0,47740.0,Priya,477400.0,December
358,2025-03-09,Olivia,North,Furniture,Table,4.0,18054.0,Pooja,72216.0,March
359,2025-05-07,James,North,Clothing,Cap,1.0,3211.0,Rahul,3211.0,May
360,2025-05-14,Charlotte,South,Furniture,Cupboard,9.0,3638.0,Amit,32742.0,May
361,2025-09-21,William,West,Groceries,Oil,10.0,873.0,Priya,8730.0,September
362,2025-09-06,David,East,Electronics,Keyboard,5.0,34258.0,Priya,171290.0,September
363,2025-01-12,Noah,Unknown,Clothing,Cap,6.0,1094.0,Amit,6564.0,January
364,2025-01-03,Unknown,North,Groceries,Bread,8.0,160.0,Ravi,1280.0,January
365,2025-07-25,Michael,East,Clothing,Shoes,2.0,2662.0,Priya,5324.0,July
366,2025-07-08,James,North,Clothing,Cap,1.0,2200.0,Priya,2200.0,July
367,2025-04-27,Emma,West,Unknown,Shoes,9.0,3638.0,Ravi,32742.0,April
368,2025-12-12,James,West,Unknown,Keyboard,9.0,3638.0,Pooja,32742.0,December
369,2025-01-24,Mia,North,Unknown,Mobile,8.0,44333.0,Pooja,354664.0,January
370,2025-08-24,James,South,Groceries,Oil,9.0,678.0,Ravi,6102.0,August
371,2025-09-25,James,South,Clothing,Jeans,5.0,1427.0,Amit,7135.0,September
372,2025-03-08,Liam,North,Electronics,Keyboard,10.0,3638.0,Priya,36380.0,March
373,2025-10-03,Daniel,North,Clothing,Cap,1.0,3818.0,Priya,3818.0,October
374,2025-12-25,Ava,South,Groceries,Oil,7.0,604.0,Unknown,4228.0,December
375,2025-03-12,Olivia,East,Unknown,Milk,8.0,835.0,Rahul,6680.0,March
376,2025-03-18,David,East,Groceries,Milk,4.0,726.0,Priya,2904.0,March
377,2025-08-28,Liam,East,Furniture,Desk,7.0,13424.0,Rahul,93968.0,August
378,2025-04-24,Unknown,West,Groceries,Bread,5.0,341.0,Pooja,1705.0,April
379,2025-05-24,William,East,Clothing,Jeans,7.0,4864.0,Ravi,34048.0,May
380,2025-02-12,Michael,West,Groceries,Eggs,4.0,495.0,Rahul,1980.0,February
381,2025-02-27,Emma,South,Electronics,Laptop,5.0,15364.0,Ravi,76820.0,February
382,2025-06-28,Olivia,West,Groceries,Milk,5.0,589.0,Sneha,2945.0,June
383,2025-04-07,Michael,East,Clothing,Jeans,6.0,4491.0,Pooja,26946.0,April
384,2025-12-29,Sophia,East,Furniture,Desk,8.0,9571.0,Ravi,76568.0,December
385,2025-05-20,Noah,North,Furniture,Chair,6.0,17627.0,Priya,105762.0,May
386,2025-10-05,Michael,East,Groceries,Unknown,7.0,89.0,Sneha,623.0,October
387,2025-10-24,William,South,Clothing,T-Shirt,10.0,1910.0,Unknown,19100.0,October
388,2025-03-17,Ava,South,Clothing,T-Shirt,2.0,1333.0,Pooja,2666.0,March
389,2025-06-12,Mia,East,Electronics,Headphones,3.0,7189.0,Amit,21567.0,June
390,2025-08-19,Alice,South,Furniture,Table,8.0,6995.0,Priya,55960.0,August
391,2025-05-05,Liam,West,Electronics,Headphones,1.0,19077.0,Priya,19077.0,May
392,2025-01-03,James,North,Furniture,Cupboard,3.0,4346.0,Rahul,13038.0,January
393,2025-06-20,James,South,Furniture,Table,1.0,12972.0,Kiran,12972.0,June
394,2025-05-03,Alice,North,Clothing,T-Shirt,3.0,3511.0,Amit,10533.0,May
395,2025-08-09,Alice,East,Groceries,Milk,3.0,770.0,Priya,2310.0,August
396,2025-06-30,Noah,West,Groceries,Rice,3.0,398.0,Sneha,1194.0,June
397,2025-05-25,Michael,West,Electronics,Laptop,5.0,300000.0,Sneha,1500000.0,May
398,2025-09-12,Unknown,North,Groceries,Bread,6.0,84.0,Kiran,504.0,September
399,2025-07-22,Michael,South,Electronics,Keyboard,6.0,35212.0,Amit,211272.0,July
400,2025-01-06,Noah,North,Clothing,Cap,3.0,1505.0,Kiran,4515.0,January
401,2025-07-22,Daniel,Unknown,Furniture,Cupboard,1.0,7287.0,Sneha,7287.0,July
402,2025-07-31,John,West,Furniture,Chair,3.0,17232.0,Unknown,51696.0,July
403,2025-02-10,James,East,Clothing,Jeans,10.0,3638.0,Rahul,36380.0,February
404,2025-01-19,Michael,West,Furniture,Sofa,1.0,10527.0,Pooja,10527.0,January
405,2025-04-15,Liam,South,Clothing,T-Shirt,7.0,3453.0,Sneha,24171.0,April
406,2025-07-22,Sophia,North,Furniture,Sofa,1.0,7006.0,Priya,7006.0,July
407,2025-11-27,Ava,West,Clothing,Jacket,4.0,3262.0,Pooja,13048.0,November
408,2025-01-03,Emma,South,Clothing,Jeans,6.0,623.0,Priya,3738.0,January
409,2025-03-23,Noah,East,Electronics,Monitor,4.0,49028.0,Priya,196112.0,March
410,2025-11-16,Daniel,North,Groceries,Unknown,5.0,795.0,Pooja,3975.0,November
411,2025-02-20,Noah,South,Furniture,Cupboard,5.0,3140.0,Rahul,15700.0,February
412,2025-06-17,Charlotte,West,Furniture,Sofa,4.0,7939.0,Pooja,31756.0,June
413,2025-05-30,Olivia,Unknown,Clothing,T-Shirt,4.0,1562.0,Sneha,6248.0,May
414,2025-07-18,David,South,Electronics,Mobile,2.0,11437.0,Ravi,22874.0,July
415,2025-01-03,Daniel,East,Groceries,Oil,4.0,987.0,Pooja,3948.0,January
416,2025-12-27,John,North,Furniture,Chair,6.0,8067.0,Sneha,48402.0,December
417,2025-02-17,Unknown,West,Furniture,Sofa,10.0,15609.0,Kiran,156090.0,February
418,2025-01-15,Noah,North,Clothing,T-Shirt,4.0,1864.0,Priya,7456.0,January
419,2025-07-19,Charlotte,West,Clothing,Jeans,5.0,2221.0,Amit,11105.0,July
420,2025-04-09,William,North,Clothing,Shoes,1.0,3824.0,Amit,3824.0,April
421,2025-06-17,Mia,West,Furniture,Sofa,2.0,9987.0,Priya,19974.0,June
422,2025-06-26,Liam,East,Furniture,Sofa,10.0,13215.0,Pooja,132150.0,June
423,2025-12-21,William,West,Groceries,Oil,8.0,300.0,Ravi,2400.0,December
424,2025-07-25,Alice,West,Furniture,Desk,1.0,3672.0,Unknown,3672.0,July
425,2025-11-01,Mia,South,Electronics,Mobile,8.0,31879.0,Rahul,255032.0,November
426,2025-02-14,Charlotte,North,Groceries,Oil,9.0,512.0,Sneha,4608.0,February
427,2025-09-11,Charlotte,South,Furniture,Table,10.0,10092.0,Ravi,100920.0,September
428,2025-11-12,Unknown,East,Furniture,Sofa,3.0,5557.0,Pooja,16671.0,November
429,2025-07-06,Daniel,South,Electronics,Laptop,5.0,47907.0,Kiran,239535.0,July
430,2025-08-13,Emma,North,Clothing,Jacket,2.0,3046.0,Amit,6092.0,August
431,2025-10-22,Michael,South,Furniture,Cupboard,3.0,17106.0,Pooja,51318.0,October
432,2025-10-07,Mia,East,Furniture,Unknown,7.0,14467.0,Sneha,101269.0,October
433,2025-01-12,Daniel,East,Furniture,Sofa,3.0,4114.0,Amit,12342.0,January
434,2025-02-14,Unknown,East,Furniture,Chair,5.0,13420.0,Kiran,67100.0,February
435,2025-01-09,Emma,West,Clothing,Jacket,1.0,4063.0,Ravi,4063.0,January
436,2025-11-16,William,West,Furniture,Table,4.0,17914.0,Rahul,71656.0,November
437,2025-03-11,Unknown,West,Electronics,Keyboard,9.0,16448.0,Sneha,148032.0,March
438,2025-06-15,William,East,Furniture,Chair,6.0,19756.0,Kiran,118536.0,June
439,2025-04-05,Mia,East,Furniture,Chair,4.0,4796.0,Sneha,19184.0,April
440,2025-06-22,John,South,Electronics,Unknown,2.0,26709.0,Ravi,53418.0,June
441,2025-08-09,John,North,Clothing,T-Shirt,5.0,2342.0,Priya,11710.0,August
442,2025-06-01,Liam,East,Unknown,Bread,10.0,458.0,Ravi,4580.0,June
443,2025-03-16,Mia,South,Groceries,Unknown,3.0,727.0,Priya,2181.0,March
444,2025-01-06,Noah,East,Furniture,Sofa,1.0,3638.0,Priya,3638.0,January
445,2025-01-11,William,West,Groceries,Unknown,5.0,1000.0,Rahul,5000.0,January
446,2025-04-22,Liam,South,Clothing,Cap,6.0,1383.0,Rahul,8298.0,April
447,2025-06-08,Daniel,East,Electronics,Monitor,7.0,8936.0,Sneha,62552.0,June
448,2025-11-28,Emma,West,Clothing,Jeans,5.0,3103.0,Ravi,15515.0,November
449,2025-05-24,Emma,West,Clothing,Unknown,3.0,3418.0,Ravi,10254.0,May
450,2025-12-19,James,Unknown,Electronics,Unknown,1.0,11691.0,Kiran,11691.0,December
451,2025-12-17,Alice,South,Groceries,Milk,8.0,774.0,Ravi,6192.0,December
452,2025-10-09,Alice,South,Furniture,Chair,8.0,14765.0,Priya,118120.0,October
453,2025-04-08,Alice,South,Electronics,Headphones,5.0,44957.0,Amit,224785.0,April
454,2025-06-22,Charlotte,Unknown,Groceries,Bread,10.0,334.0,Amit,3340.0,June
455,2025-01-22,Noah,East,Groceries,Rice,2.0,606.0,Sneha,1212.0,January
456,2025-01-03,John,East,Groceries,Eggs,9.0,731.0,Unknown,6579.0,January
457,2025-06-19,Ava,East,Furniture,Table,1.0,3638.0,Ravi,3638.0,June
458,2025-05-24,David,East,Furniture,Desk,7.0,18037.0,Rahul,126259.0,May
459,2025-08-24,James,West,Furniture,Cupboard,9.0,14555.0,Priya,130995.0,August
460,2025-02-03,Liam,North,Electronics,Laptop,1.0,28251.0,Kiran,28251.0,February
461,2025-03-22,Daniel,North,Groceries,Bread,3.0,236.0,Priya,708.0,March
462,2025-10-06,David,South,Groceries,Eggs,3.0,399.0,Rahul,1197.0,October
463,2025-08-17,Sophia,East,Electronics,Keyboard,10.0,18254.0,Rahul,182540.0,August
464,2025-02-08,David,East,Clothing,T-Shirt,1.0,1514.0,Ravi,1514.0,February
465,2025-04-12,James,South,Furniture,Desk,4.0,12529.0,Amit,50116.0,April
466,2025-04-25,Unknown,North,Groceries,Unknown,2.0,455.0,Rahul,910.0,April
467,2025-09-05,Alice,West,Clothing,Shoes,6.0,2953.0,Sneha,17718.0,September
468,2025-09-27,Daniel,Unknown,Electronics,Headphones,4.0,22003.0,Amit,88012.0,September
469,2025-05-11,Mia,North,Electronics,Headphones,3.0,25632.0,Kiran,76896.0,May
470,2025-11-11,Emma,East,Clothing,Jeans,3.0,756.0,Rahul,2268.0,November
471,2025-08-03,Liam,South,Electronics,Keyboard,9.0,45219.0,Pooja,406971.0,August
472,2025-02-28,Mia,South,Furniture,Desk,7.0,14071.0,Amit,98497.0,February
473,2025-04-10,Charlotte,East,Furniture,Cupboard,5.0,2147.0,Amit,10735.0,April
474,2025-04-16,Daniel,South,Groceries,Rice,1.0,625.0,Kiran,625.0,April
475,2025-08-02,Mia,East,Furniture,Desk,3.0,16006.0,Ravi,48018.0,August
476,2025-11-17,Alice,West,Unknown,Jeans,3.0,3807.0,Amit,11421.0,November
477,2025-12-02,Daniel,West,Clothing,Shoes,9.0,2778.0,Sneha,25002.0,December
478,2025-01-16,Liam,West,Groceries,Oil,8.0,272.0,Sneha,2176.0,January
479,2025-04-23,Mia,South,Electronics,Headphones,7.0,15770.0,Sneha,110390.0,April
480,2025-01-03,Liam,South,Groceries,Eggs,7.0,1000.0,Pooja,7000.0,January
481,2025-05-27,Liam,North,Groceries,Milk,3.0,671.0,Priya,2013.0,May
482,2025-10-10,Mia,West,Furniture,Desk,5.0,5961.0,Amit,29805.0,October
483,2025-01-03,Daniel,East,Clothing,Jeans,6.0,349.0,Pooja,2094.0,January
484,2025-10-27,James,North,Clothing,T-Shirt,3.0,3600.0,Pooja,10800.0,October
485,2025-10-20,Daniel,East,Clothing,T-Shirt,8.0,1304.0,Amit,10432.0,October
486,2025-05-26,Alice,East,Clothing,Jacket,5.0,1686.0,Kiran,8430.0,May
487,2025-06-20,Charlotte,East,Groceries,Milk,1.0,182.0,Sneha,182.0,June
488,2025-02-26,Ava,South,Electronics,Laptop,4.0,19666.0,Amit,78664.0,February
489,2025-10-02,Emma,West,Groceries,Eggs,6.0,205.0,Kiran,1230.0,October
490,2025-12-10,Unknown,East,Clothing,Jeans,8.0,548.0,Kiran,4384.0,December
491,2025-12-06,Noah,South,Groceries,Eggs,3.0,632.0,Kiran,1896.0,December
492,2025-07-08,Charlotte,East,Groceries,Milk,4.0,381.0,Kiran,1524.0,July
493,2025-06-03,Unknown,North,Groceries,Unknown,3.0,661.0,Pooja,1983.0,June
494,2025-04-17,Alice,West,Unknown,Headphones,3.0,17515.0,Kiran,52545.0,April
495,2025-06-16,Emma,West,Electronics,Laptop,5.0,9229.0,Rahul,46145.0,June
496,2025-04-27,Sophia,West,Clothing,Jacket,9.0,1682.0,Kiran,15138.0,April
497,2025-09-03,David,West,Groceries,Milk,2.0,54.0,Ravi,108.0,September
498,2025-03-21,Charlotte,North,Furniture,Sofa,3.0,8865.0,Sneha,26595.0,March
499,2025-09-14,James,North,Furniture,Sofa,1.0,17886.0,Priya,17886.0,September
500,2025-07-02,Alice,West,Groceries,Bread,5.0,860.0,Amit,4300.0,July
