Customer_ID,Age,Gender,Region,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Support_Calls,Payment_Method,Has_Internet,Has_Premium,Churn
CUST0290,49,Female,North,31,Monthly,97.21,3013.51,8.0,Credit Card,No,No,Yes
CUST0291,26,Female,West,47,Annual,42.46,1995.62,7.0,Credit Card,Yes,Yes,Yes
CUST0292,18,Female,South,6,Two-Year,143.33,859.98,6.0,PayPal,No,No,Yes
CUST0293,45,Female,North,69,Annual,39.85,2749.65,1.0,Bank Transfer,Yes,Yes,No
CUST0294,69,Male,East,51,Annual,119.22,6080.22,1.0,Bank Transfer,No,Yes,No
CUST0295,21,Male,North,56,Monthly,99.6,5577.6,0.0,Bank Transfer,Yes,Yes,Yes
CUST0296,18,Male,North,21,Monthly,65.07,1366.47,8.0,PayPal,No,Yes,Yes
CUST0297,41,Male,East,16,Annual,23.82,381.12,6.0,Bank Transfer,Yes,No,No
CUST0298,63,Male,West,59,Annual,27.21,1605.39,2.0,Bank Transfer,Yes,No,No
CUST0299,67,Male,North,30,Annual,20.33,609.9,0.0,Credit Card,Yes,No,No
CUST0300,41,Female,South,23,Two-Year,82.27,2442.16,4.0,Bank Transfer,No,Yes,Yes
CUST0301,38,Male,West,41,Monthly,30.13,1235.33,5.0,Credit Card,Yes,Yes,Yes
CUST0302,32,Male,West,9,Two-Year,132.58,1193.22,4.0,Bank Transfer,Yes,No,No
CUST0303,18,Female,South,38,Annual,59.51,2261.38,3.0,Bank Transfer,No,No,No
CUST0304,67,Male,South,20,Monthly,73.3,1466.0,3.0,PayPal,No,Yes,No
CUST0305,39,Male,West,40,Monthly,88.88,3555.2,3.0,Bank Transfer,No,Yes,No
CUST0306,27,Female,North,6,Two-Year,136.65,819.9,8.0,Bank Transfer,No,No,No
CUST0307,65,Male,North,65,Monthly,126.6,8229.0,1.0,PayPal,Yes,No,No
CUST0308,60,Male,South,38,Monthly,60.95,2316.1,6.0,PayPal,No,No,Yes
CUST0309,46,Female,South,10,Two-Year,37.69,376.9,1.0,Credit Card,Yes,Yes,No
CUST0310,46,Female,East,53,Monthly,66.58,3528.74,3.0,Bank Transfer,No,No,Yes
CUST0311,34,Male,North,21,Two-Year,59.55,1250.55,0.0,Credit Card,No,Yes,No
CUST0312,23,Male,East,51,Annual,108.03,5509.53,4.0,Credit Card,Yes,No,Yes
CUST0313,46,Male,North,60,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,Yes
CUST0314,26,Male,West,48,Annual,141.88,6810.24,1.0,PayPal,No,Yes,No
CUST0315,19,Male,South,57,Two-Year,31.96,1821.72,5.0,Credit Card,Yes,No,No
CUST0316,21,Male,West,51,Monthly,69.75,3557.25,6.0,Credit Card,No,Yes,No
CUST0317,29,Female,East,58,Two-Year,24.5,1421.0,3.0,PayPal,No,No,No
CUST0318,44,Female,North,12,Monthly,37.84,454.08,3.0,PayPal,Yes,Yes,Yes
CUST0319,42,Female,West,70,Annual,64.72,4530.4,8.0,Bank Transfer,No,No,Yes
CUST0320,29,Male,East,29,Monthly,82.27,2442.16,4.0,Bank Transfer,No,No,Yes
CUST0321,67,Male,South,13,Monthly,51.35,667.55,8.0,PayPal,Yes,Yes,Yes
CUST0322,54,Female,East,23,Monthly,97.03,2231.69,5.0,PayPal,Yes,No,No
CUST0323,54,Male,South,64,Annual,42.82,2740.48,0.0,Credit Card,Yes,Yes,No
CUST0324,56,Male,North,68,Monthly,63.13,4292.84,3.0,Credit Card,No,Yes,Yes
CUST0325,69,Female,North,3,Monthly,111.61,334.83,2.0,Credit Card,No,Yes,No
CUST0326,41,Female,North,44,Monthly,37.74,1660.56,2.0,PayPal,No,No,No
CUST0327,59,Female,South,72,Annual,140.75,10134.0,5.0,Credit Card,Yes,No,No
CUST0328,37,Female,South,23,Annual,143.34,3296.82,6.0,PayPal,Yes,Yes,No
CUST0329,56,Female,South,14,Two-Year,82.27,2442.16,4.0,Bank Transfer,No,No,No
CUST0330,28,Male,East,58,Monthly,47.26,2741.08,1.0,Bank Transfer,No,Yes,Yes
CUST0331,64,Male,North,50,Monthly,74.55,3727.5,2.0,Bank Transfer,No,No,No
CUST0332,40,Female,North,62,Annual,95.15,5899.3,3.0,Credit Card,No,Yes,No
CUST0333,69,Male,East,3,Monthly,143.72,431.16,1.0,Bank Transfer,Yes,No,Yes
CUST0334,28,Male,North,44,Annual,99.77,4389.88,7.0,PayPal,Yes,No,Yes
CUST0335,59,Male,West,21,Monthly,63.04,1323.84,3.0,Bank Transfer,No,No,Yes
CUST0336,37,Male,North,7,Monthly,91.46,640.22,7.0,Credit Card,Yes,No,Yes
CUST0337,18,Female,North,38,Two-Year,101.26,3847.88,7.0,Credit Card,Yes,Yes,No
CUST0338,31,Male,East,11,Monthly,35.02,385.22,6.0,Bank Transfer,No,No,Yes
CUST0339,23,Female,South,48,Two-Year,68.02,3264.96,7.0,Credit Card,No,No,No
CUST0340,47,Female,South,35,Annual,39.65,1387.75,1.0,Credit Card,No,No,Yes
CUST0341,66,Male,North,50,Two-Year,74.42,3721.0,8.0,PayPal,No,Yes,No
CUST0342,48,Female,North,51,Two-Year,112.86,5755.86,8.0,PayPal,Yes,Yes,No
CUST0343,66,Female,South,22,Two-Year,125.1,2752.2,2.0,Credit Card,No,Yes,No
CUST0344,61,Female,South,19,Two-Year,53.53,1017.07,1.0,Credit Card,No,No,No
CUST0345,53,Female,East,67,Monthly,133.55,8947.85,8.0,Bank Transfer,Yes,No,Yes
CUST0346,27,Male,North,14,Annual,33.13,463.82,4.0,PayPal,No,No,No
CUST0347,34,Female,West,61,Monthly,82.27,2442.16,4.0,Bank Transfer,No,Yes,No
CUST0348,43,Female,South,7,Annual,139.71,977.97,5.0,Credit Card,No,No,Yes
CUST0349,37,Female,West,13,Two-Year,49.63,645.19,4.0,PayPal,No,No,No
CUST0350,35,Female,North,25,Monthly,138.75,3468.75,6.0,PayPal,No,No,Yes
CUST0351,70,Male,South,9,Monthly,85.88,772.92,2.0,PayPal,Yes,Yes,Yes
CUST0352,30,Male,North,32,Monthly,26.57,850.24,5.0,PayPal,Yes,No,No
CUST0353,41,Female,West,16,Annual,51.45,823.2,7.0,PayPal,No,Yes,No
CUST0354,48,Female,East,21,Two-Year,53.63,1126.23,1.0,Bank Transfer,Yes,No,No
CUST0355,21,Male,South,29,Annual,108.1,3134.9,4.0,PayPal,No,Yes,Yes
CUST0356,67,Male,West,17,Annual,98.15,1668.55,0.0,Credit Card,No,No,No
CUST0357,63,Female,West,49,Two-Year,79.67,3903.83,3.0,Bank Transfer,No,No,Yes
CUST0358,55,Male,North,66,Two-Year,145.64,9612.24,5.0,PayPal,No,No,No
CUST0359,61,Male,West,9,Monthly,55.94,503.46,5.0,Bank Transfer,No,No,No
CUST0360,30,Male,South,8,Two-Year,124.31,994.48,6.0,PayPal,No,Yes,Yes
CUST0361,64,Male,West,38,Monthly,74.41,2827.58,6.0,PayPal,Yes,Yes,Yes
CUST0362,39,Male,West,180,Annual,129.9,5975.4,8.0,Credit Card,No,Yes,No
CUST0363,48,Male,East,72,Annual,43.8,3153.6,5.0,PayPal,Yes,Yes,No
CUST0364,40,Male,East,54,Annual,63.07,3405.78,4.0,PayPal,No,No,No
CUST0365,25,Female,North,10,Monthly,45.29,452.9,1.0,PayPal,No,No,No
CUST0366,44,Male,South,18,Two-Year,64.55,1161.9,7.0,Credit Card,No,Yes,No
CUST0367,67,Male,West,43,Annual,42.99,1848.57,0.0,Credit Card,No,No,No
CUST0368,31,Male,South,63,Annual,121.37,7646.31,2.0,PayPal,No,No,No
CUST0369,43,Female,West,50,Monthly,89.39,4469.5,5.0,Credit Card,No,Yes,Yes
CUST0370,19,Male,South,29,Annual,64.77,1878.33,2.0,Credit Card,No,No,Yes
CUST0371,28,Male,North,39,Two-Year,82.27,2442.16,4.0,Bank Transfer,No,No,No
CUST0372,61,Male,East,63,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,Yes
CUST0373,64,Male,South,3,Annual,41.97,125.91,5.0,PayPal,Yes,No,Yes
CUST0374,58,Female,North,7,Annual,104.96,734.72,0.0,Credit Card,Yes,No,No
CUST0375,46,Female,North,71,Monthly,111.24,7898.04,3.0,PayPal,Yes,No,Yes
CUST0376,44,Male,East,18,Monthly,136.82,2462.76,8.0,PayPal,Yes,No,Yes
CUST0377,25,Male,West,26,Annual,121.13,3149.38,8.0,Credit Card,No,No,No
CUST0378,36,Male,North,71,Monthly,47.0,3337.0,7.0,Bank Transfer,Yes,Yes,Yes
CUST0379,18,Male,North,64,Monthly,31.71,2029.44,8.0,Credit Card,Yes,No,No
CUST0380,59,Male,West,38,Monthly,26.51,1007.38,2.0,Credit Card,No,No,Yes
CUST0381,69,Female,West,15,Monthly,118.57,1778.55,0.0,Credit Card,Yes,Yes,Yes
CUST0382,39,Female,West,35,Two-Year,32.08,1122.8,5.0,Credit Card,Yes,No,No
CUST0383,43,Female,East,50,Annual,82.17,4108.5,6.0,PayPal,Yes,Yes,No
CUST0384,26,Male,South,14,Monthly,96.8,1355.2,7.0,Credit Card,No,No,No
CUST0385,57,Male,South,62,Two-Year,34.68,2150.16,6.0,Bank Transfer,Yes,Yes,No
CUST0386,34,Female,North,68,Annual,94.96,6457.28,3.0,PayPal,No,Yes,No
CUST0387,45,Male,West,45,Annual,103.38,4652.1,2.0,PayPal,Yes,Yes,No
CUST0388,59,Male,West,64,Two-Year,29.73,1902.72,7.0,Bank Transfer,Yes,No,No
CUST0389,35,Male,South,71,Annual,72.43,5142.53,3.0,Credit Card,No,No,No
CUST0390,69,Female,North,64,Monthly,35.43,2267.52,7.0,PayPal,Yes,Yes,No
CUST0391,43,Female,North,72,Annual,127.37,9170.64,4.0,PayPal,Yes,No,No
CUST0392,39,Female,North,29,Two-Year,63.16,1831.64,7.0,PayPal,No,No,No
CUST0393,25,Male,South,1,Monthly,127.88,127.88,4.0,PayPal,No,Yes,Yes
CUST0394,20,Male,West,18,Two-Year,116.53,2097.54,6.0,Credit Card,No,Yes,No
CUST0395,30,Male,West,28,Monthly,121.58,3404.24,5.0,Credit Card,No,Yes,Yes
CUST0396,58,Male,West,59,Annual,144.3,8513.7,2.0,Bank Transfer,Yes,Yes,No
CUST0397,53,Female,West,66,Annual,138.32,9129.12,2.0,PayPal,Yes,Yes,No
CUST0398,42,Female,West,54,Two-Year,139.07,7509.78,3.0,Bank Transfer,No,No,No
CUST0399,36,Female,South,18,Monthly,111.0,1998.0,8.0,Bank Transfer,No,Yes,Yes
CUST0400,30,Male,East,45,Two-Year,37.25,1676.25,2.0,PayPal,No,Yes,No
CUST0401,66,Female,West,54,Annual,136.2,7354.8,8.0,Bank Transfer,No,Yes,Yes
CUST0402,51,Male,North,49,Monthly,107.13,5249.37,3.0,Bank Transfer,Yes,No,No
CUST0403,61,Female,South,8,Annual,58.37,466.96,8.0,Credit Card,No,No,Yes
CUST0404,24,Male,West,31,Annual,123.59,3831.29,4.0,PayPal,Yes,No,No
CUST0405,42,Female,East,71,Monthly,116.68,8284.28,3.0,PayPal,No,Yes,Yes
CUST0406,58,Female,South,25,Monthly,43.07,1076.75,1.0,Credit Card,Yes,Yes,No
CUST0407,42,Male,West,36,Annual,36.91,1328.76,4.0,Credit Card,No,No,No
CUST0408,63,Male,North,20,Two-Year,97.59,1951.8,4.0,Bank Transfer,No,Yes,Yes
CUST0409,68,Female,South,24,Annual,122.21,2933.04,2.0,Bank Transfer,No,Yes,No
CUST0410,40,Male,South,43,Monthly,58.16,2500.88,8.0,Bank Transfer,Yes,Yes,Yes
CUST0411,60,Female,West,31,Two-Year,550.0,3093.18,3.0,Credit Card,No,No,No
CUST0412,68,Male,West,33,Annual,82.27,2442.16,4.0,Bank Transfer,No,No,No
CUST0413,20,Female,South,42,Annual,143.27,6017.34,2.0,PayPal,Yes,Yes,No
CUST0414,31,Male,West,14,Monthly,127.74,1788.36,6.0,PayPal,Yes,Yes,Yes
CUST0415,19,Female,East,5,Monthly,27.05,135.25,4.0,PayPal,Yes,Yes,Yes
CUST0416,34,Female,West,58,Annual,76.29,4424.82,0.0,Bank Transfer,Yes,Yes,No
CUST0417,59,Male,North,10,Monthly,85.37,853.7,4.0,PayPal,No,Yes,Yes
CUST0418,36,Female,West,51,Two-Year,24.01,1224.51,2.0,PayPal,Yes,Yes,No
CUST0419,65,Female,East,19,Monthly,135.31,2570.89,5.0,Credit Card,Yes,Yes,Yes
CUST0420,20,Male,West,69,Annual,31.07,2143.83,3.0,PayPal,No,Yes,No
CUST0421,44,Male,South,24,Monthly,128.52,3084.48,3.0,Credit Card,Yes,Yes,No
CUST0422,66,Female,North,38,Annual,52.59,1998.42,3.0,PayPal,No,No,No
CUST0423,40,Male,South,13,Monthly,29.08,378.04,3.0,Bank Transfer,No,No,Yes
CUST0424,39,Female,South,47,Two-Year,144.63,6797.61,2.0,Credit Card,No,Yes,No
CUST0425,68,Male,West,36,Two-Year,37.46,1348.56,5.0,Bank Transfer,No,No,Yes
CUST0426,40,Female,West,71,Monthly,103.92,7378.32,1.0,Bank Transfer,Yes,Yes,No
CUST0427,34,Male,North,3,Two-Year,102.11,306.33,6.0,PayPal,Yes,Yes,Yes
CUST0428,53,Female,West,20,Monthly,49.03,980.6,4.0,Credit Card,No,Yes,No
CUST0429,43,Female,North,31,Two-Year,124.85,3870.35,30.0,PayPal,Yes,No,No
CUST0430,28,Male,South,62,Two-Year,25.25,1565.5,7.0,Credit Card,Yes,No,No
CUST0431,41,Male,North,27,Annual,122.89,3318.03,6.0,Bank Transfer,No,Yes,Yes
CUST0432,20,Female,North,67,Annual,55.55,3721.85,4.0,PayPal,Yes,No,No
CUST0433,59,Female,East,10,Annual,68.92,689.2,3.0,PayPal,No,No,No
CUST0434,70,Female,West,62,Two-Year,20.86,1293.32,2.0,Bank Transfer,Yes,Yes,No
CUST0435,22,Female,South,20,Monthly,67.09,1341.8,1.0,PayPal,Yes,No,Yes
CUST0436,69,Female,North,62,Annual,82.27,5100.74,2.0,PayPal,No,Yes,No
CUST0437,33,Male,South,21,Monthly,86.64,1819.44,2.0,Credit Card,Yes,No,Yes
CUST0438,29,Female,North,37,Two-Year,48.16,1781.92,7.0,Bank Transfer,Yes,Yes,No
CUST0439,44,Male,South,66,Monthly,114.14,7533.24,5.0,Bank Transfer,Yes,Yes,Yes
CUST0440,42,Female,South,14,Monthly,82.27,2442.16,4.0,Bank Transfer,No,Yes,Yes
CUST0441,56,Male,South,61,Two-Year,97.98,5976.78,8.0,PayPal,Yes,Yes,Yes
CUST0442,48,Male,North,56,Annual,68.15,3816.4,0.0,PayPal,No,Yes,No
CUST0443,69,Female,West,45,Annual,116.38,5237.1,1.0,Bank Transfer,Yes,No,No
CUST0444,48,Male,North,37,Annual,90.69,3355.53,4.0,Credit Card,Yes,Yes,No
CUST0445,54,Male,North,49,Annual,109.41,5361.09,5.0,Bank Transfer,No,Yes,No
CUST0446,27,Female,East,34,Two-Year,75.06,2552.04,5.0,PayPal,No,No,No
CUST0447,66,Male,West,71,Annual,82.72,5873.12,5.0,PayPal,No,No,No
CUST0448,37,Female,West,18,Two-Year,105.71,1902.78,3.0,Bank Transfer,Yes,Yes,No
CUST0449,31,Female,East,71,Annual,108.99,7738.29,0.0,Credit Card,No,Yes,No
CUST0450,69,Male,South,61,Two-Year,76.6,4672.6,1.0,Bank Transfer,Yes,No,No
CUST0451,23,Male,West,52,Annual,87.73,4561.96,0.0,Credit Card,No,No,No
CUST0452,18,Male,East,25,Monthly,97.94,2448.5,8.0,PayPal,Yes,Yes,Yes
CUST0453,61,Male,East,31,Annual,146.83,4551.73,1.0,Bank Transfer,No,No,No
CUST0454,60,Female,West,26,Annual,115.8,3010.8,1.0,Credit Card,No,No,No
CUST0455,40,Female,South,25,Monthly,72.51,1812.75,0.0,Bank Transfer,Yes,No,Yes
CUST0456,50,Male,North,65,Monthly,143.11,9302.15,8.0,Bank Transfer,No,No,Yes
CUST0457,42,Female,South,44,Two-Year,79.65,3504.6,7.0,PayPal,Yes,No,Yes
CUST0458,25,Female,North,49,Annual,149.25,7313.25,3.0,Bank Transfer,No,No,No
CUST0459,51,Male,East,32,Monthly,71.86,2299.52,5.0,Credit Card,Yes,No,Yes
CUST0460,38,Female,South,35,Monthly,117.0,4095.0,3.0,Bank Transfer,Yes,Yes,Yes
CUST0461,65,Male,East,27,Monthly,128.54,3470.58,5.0,Credit Card,Yes,Yes,Yes
CUST0462,23,Female,North,70,Two-Year,130.24,9116.8,5.0,PayPal,No,No,No
CUST0463,54,Female,West,24,Two-Year,139.08,3337.92,4.0,Bank Transfer,Yes,Yes,No
CUST0464,21,Female,West,70,Monthly,65.15,4560.5,2.0,Bank Transfer,Yes,No,No
CUST0465,38,Male,North,27,Monthly,33.1,893.7,5.0,PayPal,No,Yes,No
CUST0466,53,Female,South,35,Monthly,99.7,3489.5,5.0,Credit Card,No,No,Yes
CUST0467,31,Female,East,47,Two-Year,56.35,2648.45,2.0,PayPal,Yes,Yes,No
CUST0468,70,Male,East,31,Annual,131.32,4070.92,3.0,Credit Card,Yes,No,No
CUST0469,69,Male,South,54,Monthly,149.42,8068.68,8.0,PayPal,No,No,Yes
CUST0470,37,Female,North,51,Monthly,41.23,2102.73,3.0,Bank Transfer,No,Yes,No
CUST0471,46,Female,East,47,Monthly,92.47,4346.09,4.0,Bank Transfer,Yes,No,Yes
CUST0472,25,Female,South,69,Monthly,121.44,8379.36,5.0,Bank Transfer,No,No,No
CUST0473,23,Female,East,60,Annual,38.83,2329.8,2.0,PayPal,No,No,Yes
CUST0474,58,Female,North,11,Monthly,49.67,546.37,5.0,PayPal,No,No,Yes
CUST0475,56,Female,East,57,Annual,142.04,8096.28,8.0,Bank Transfer,No,Yes,No
CUST0476,29,Male,South,31,Annual,142.26,4410.06,1.0,Credit Card,Yes,No,No
CUST0477,24,Male,North,61,Annual,23.43,1429.23,6.0,PayPal,Yes,Yes,Yes
CUST0478,34,Male,North,50,Monthly,52.16,2608.0,4.0,Bank Transfer,Yes,Yes,No
CUST0479,51,Male,North,5,Annual,131.85,659.25,5.0,Bank Transfer,No,No,No
CUST0480,53,Female,South,70,Monthly,97.69,6838.3,6.0,PayPal,No,No,Yes
CUST0481,48,Male,North,57,Monthly,73.59,4194.63,2.0,Bank Transfer,Yes,Yes,No
CUST0482,51,Male,East,37,Monthly,21.08,779.96,7.0,Bank Transfer,No,Yes,No
CUST0483,67,Female,East,30,Annual,91.27,2738.1,3.0,Bank Transfer,No,No,No
CUST0484,33,Male,West,49,Monthly,30.3,1484.7,3.0,PayPal,No,No,No
CUST0485,59,Female,West,25,Two-Year,43.71,1092.75,4.0,Credit Card,No,No,No
CUST0486,35,Female,South,42,Monthly,26.45,1110.9,8.0,Credit Card,Yes,Yes,No
CUST0487,36,Female,South,57,Annual,50.27,2865.39,2.0,Credit Card,No,Yes,Yes
CUST0488,39,Female,East,64,Two-Year,80.28,5137.92,0.0,Bank Transfer,Yes,Yes,No
CUST0489,21,Female,West,10,Annual,43.61,436.1,4.0,Bank Transfer,Yes,Yes,No
CUST0490,67,Male,West,57,Monthly,149.29,8509.53,3.0,Bank Transfer,Yes,Yes,No
CUST0491,48,Female,East,42,Monthly,114.67,4816.14,8.0,PayPal,Yes,No,Yes
CUST0492,48,Female,South,47,Two-Year,132.28,6217.16,3.0,Credit Card,Yes,No,No
CUST0493,38,Male,South,36,Annual,71.46,2572.56,3.0,Credit Card,Yes,No,No
CUST0494,62,Male,East,12,Monthly,84.99,1019.88,5.0,PayPal,Yes,Yes,Yes
CUST0495,40,Male,North,17,Monthly,61.18,1040.06,8.0,PayPal,No,No,Yes
CUST0496,64,Male,North,49,Monthly,37.52,1838.48,0.0,Bank Transfer,No,No,No
CUST0497,52,Female,South,24,Annual,62.08,1489.92,7.0,Bank Transfer,Yes,Yes,No
CUST0498,51,Male,West,38,Two-Year,90.41,3435.58,7.0,Credit Card,No,Yes,Yes
CUST0499,19,Female,South,42,Annual,105.58,4434.36,8.0,Bank Transfer,Yes,No,No
CUST0500,67,Male,East,42,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,No
CUST0501,26,Male,North,26,Monthly,44.91,1167.66,0.0,PayPal,No,No,No
CUST0502,51,Female,North,47,Monthly,113.32,5326.04,0.0,Credit Card,No,Yes,No
CUST0503,47,Male,East,72,Annual,135.76,9774.72,5.0,PayPal,Yes,No,Yes
CUST0504,51,Male,North,39,Monthly,48.07,1874.73,8.0,Credit Card,Yes,Yes,No
CUST0505,52,Female,South,25,Annual,52.34,1308.5,2.0,PayPal,No,Yes,No
CUST0506,67,Female,West,55,Two-Year,41.69,2292.95,2.0,PayPal,No,No,No
CUST0507,60,Male,West,46,Two-Year,91.51,4209.46,5.0,Bank Transfer,No,No,No
CUST0508,70,Female,South,70,Monthly,119.54,8367.8,4.0,Bank Transfer,No,No,No
CUST0509,43,Male,North,37,Annual,87.29,3229.73,4.0,Credit Card,No,Yes,No
CUST0510,31,Female,North,36,Two-Year,86.47,3112.92,2.0,Credit Card,Yes,No,No
CUST0511,40,Male,South,34,Monthly,95.68,3253.12,3.0,Bank Transfer,No,Yes,No
CUST0512,54,Female,South,10,Annual,123.08,1230.8,2.0,Bank Transfer,Yes,No,Yes
CUST0513,20,Female,North,8,Two-Year,63.47,507.76,6.0,Bank Transfer,Yes,Yes,No
CUST0514,65,Male,West,7,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,No,Yes
CUST0515,50,Male,South,7,Annual,149.66,1047.62,7.0,PayPal,Yes,Yes,Yes
CUST0516,45,Female,West,19,Monthly,30.73,583.87,0.0,PayPal,No,No,Yes
CUST0517,23,Female,West,17,Annual,82.52,1402.84,3.0,Bank Transfer,No,Yes,No
CUST0518,53,Male,South,10,Monthly,75.91,759.1,1.0,Credit Card,No,No,No
CUST0519,41,Female,South,42,Monthly,105.2,4418.4,4.0,Credit Card,No,No,No
CUST0520,57,Male,West,6,Two-Year,50.35,302.1,5.0,Credit Card,Yes,Yes,Yes
CUST0521,65,Male,South,19,Two-Year,126.62,2405.78,0.0,Bank Transfer,Yes,No,No
CUST0522,46,Female,North,43,Monthly,82.27,2442.16,4.0,Bank Transfer,No,No,No
CUST0523,57,Male,North,49,Annual,106.26,5206.74,0.0,Bank Transfer,Yes,Yes,No
CUST0524,36,Male,East,7,Monthly,142.87,1000.09,1.0,Bank Transfer,No,No,Yes
CUST0525,24,Male,East,50,Monthly,69.49,3474.5,1.0,Bank Transfer,No,Yes,No
CUST0526,29,Male,West,72,Two-Year,22.79,1640.88,3.0,PayPal,No,No,No
CUST0527,49,Female,South,3,Monthly,65.75,197.25,4.0,Credit Card,No,Yes,Yes
CUST0528,58,Female,West,4,Two-Year,82.27,2442.16,4.0,Bank Transfer,No,No,Yes
CUST0529,60,Male,North,49,Annual,108.14,5298.86,3.0,Bank Transfer,Yes,Yes,Yes
CUST0530,45,Female,East,58,Annual,46.88,2719.04,2.0,PayPal,Yes,Yes,No
CUST0531,37,Male,West,19,Annual,93.43,1775.17,2.0,Bank Transfer,Yes,Yes,No
CUST0532,29,Female,South,4,Annual,134.42,537.68,6.0,Bank Transfer,No,No,No
CUST0533,65,Female,South,25,Monthly,44.02,1100.5,4.0,PayPal,Yes,Yes,No
CUST0534,32,Male,East,11,Annual,81.96,901.56,8.0,PayPal,No,No,Yes
CUST0535,29,Female,West,61,Monthly,45.12,2752.32,0.0,Bank Transfer,Yes,No,No
CUST0536,44,Male,South,27,Monthly,140.52,3794.04,7.0,PayPal,No,No,No
CUST0537,47,Male,West,52,Annual,99.03,5149.56,6.0,PayPal,No,No,No
CUST0538,57,Male,North,58,Monthly,134.11,7778.38,3.0,PayPal,No,Yes,Yes
CUST0539,53,Female,North,25,Monthly,71.75,1793.75,4.0,Bank Transfer,No,Yes,No
CUST0540,45,Female,North,67,Two-Year,80.27,5378.09,7.0,Credit Card,Yes,Yes,No
CUST0541,67,Male,West,53,Monthly,23.24,1231.72,7.0,PayPal,Yes,No,No
CUST0542,23,Female,East,21,Annual,36.06,757.26,1.0,PayPal,No,No,No
CUST0543,23,Female,South,49,Annual,25.71,1259.79,2.0,Bank Transfer,Yes,Yes,No
CUST0544,27,Male,North,54,Monthly,114.92,6205.68,7.0,Bank Transfer,Yes,Yes,Yes
CUST0545,26,Male,North,33,Monthly,84.69,2794.77,7.0,PayPal,Yes,No,Yes
CUST0546,33,Male,West,59,Monthly,30.32,1788.88,0.0,Credit Card,No,Yes,No
CUST0547,21,Male,South,8,Annual,24.77,198.16,0.0,PayPal,No,No,Yes
CUST0548,23,Male,North,54,Two-Year,40.97,2212.38,4.0,PayPal,Yes,No,No
CUST0549,65,Female,North,12,Annual,61.97,743.64,6.0,Credit Card,No,Yes,No
CUST0550,36,Female,South,16,Annual,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,No
CUST0551,57,Male,North,68,Two-Year,82.88,5635.84,4.0,Bank Transfer,No,No,No
CUST0552,51,Female,South,64,Annual,102.14,6536.96,7.0,Credit Card,Yes,No,No
CUST0553,30,Male,North,4,Monthly,123.58,494.32,3.0,PayPal,No,No,Yes
CUST0554,20,Female,East,72,Two-Year,47.6,3427.2,3.0,PayPal,No,No,No
CUST0555,68,Male,East,39,Annual,62.11,2422.29,0.0,Credit Card,No,No,No
CUST0556,43,Male,South,25,Monthly,63.93,1598.25,7.0,Bank Transfer,Yes,Yes,Yes
CUST0557,48,Male,West,69,Two-Year,80.12,5528.28,6.0,PayPal,Yes,No,No
CUST0558,54,Female,North,27,Annual,63.12,1704.24,5.0,Credit Card,Yes,No,Yes
CUST0559,19,Female,West,69,Two-Year,450.0,6501.87,6.0,Credit Card,Yes,No,No
CUST0560,63,Female,North,35,Monthly,84.62,2961.7,3.0,Bank Transfer,No,No,No
CUST0561,31,Female,South,15,Monthly,24.86,372.9,3.0,Credit Card,No,Yes,No
CUST0562,69,Female,South,25,Monthly,82.85,2071.25,8.0,Bank Transfer,No,Yes,Yes
CUST0563,67,Male,South,27,Annual,79.72,2152.44,8.0,Credit Card,Yes,No,Yes
CUST0564,20,Male,East,60,Two-Year,33.4,2004.0,4.0,Credit Card,No,Yes,Yes
CUST0565,38,Male,South,37,Monthly,61.49,2275.13,7.0,PayPal,Yes,No,Yes
CUST0566,27,Male,East,15,Monthly,100.98,1514.7,8.0,Credit Card,Yes,No,Yes
CUST0567,53,Female,East,19,Two-Year,124.52,2365.88,3.0,Credit Card,Yes,No,No
CUST0568,57,Female,West,7,Monthly,81.2,568.4,0.0,Credit Card,No,Yes,Yes
CUST0569,23,Female,West,23,Annual,135.87,3125.01,7.0,PayPal,No,No,No
CUST0570,39,Male,North,60,Annual,32.08,1924.8,7.0,Credit Card,No,No,No
CUST0571,61,Female,West,30,Two-Year,38.68,1160.4,4.0,Bank Transfer,No,Yes,No
CUST0572,62,Female,East,59,Monthly,28.5,1681.5,1.0,Bank Transfer,No,No,No
CUST0573,28,Female,East,17,Annual,72.74,1236.58,1.0,Bank Transfer,Yes,No,No
CUST0574,52,Female,West,53,Monthly,51.68,2739.04,2.0,Bank Transfer,No,Yes,No
CUST0575,39,Male,West,56,Annual,64.49,3611.44,3.0,Credit Card,Yes,No,No
CUST0576,25,Female,East,72,Monthly,77.88,5607.36,4.0,Bank Transfer,Yes,Yes,No
CUST0577,61,Female,East,64,Annual,27.99,1791.36,3.0,Credit Card,Yes,Yes,No
CUST0578,60,Male,West,69,Monthly,100.02,6901.38,7.0,Credit Card,Yes,No,No
CUST0579,37,Female,West,45,Two-Year,95.75,4308.75,8.0,Bank Transfer,Yes,No,No
CUST0580,21,Female,North,1,Annual,126.7,126.7,5.0,Credit Card,No,Yes,Yes
